Event,Name,Pid,Particle_px,Particle_py,Particle_pz,Particle_E,Particle_pT
0,pi0,111,0.160985,0.23589,36.9805,36.9818,0.285588
1,pi0,111,0.236153,0.365678,22.8023,22.8068,0.435303
2,pi-,-211,0.0722736,0.0466841,0.632455,0.653362,0.08604
3,pi-,-211,0.0362909,0.250416,41.8182,41.8192,0.253032
4,pi0,111,-0.149215,0.0462286,8.4318,8.43433,0.156212
5,pi-,-211,0.294904,0.179111,10.8527,10.8591,0.345035
6,pi0,111,0.253026,0.48979,23.7098,23.7166,0.551286
7,pi-,-211,0.0939859,0.189751,4.63196,4.6389,0.211752
8,pi0,111,-0.071503,-0.293216,5.85558,5.8649,0.301809
9,pi0,111,0.118871,-0.224799,2.06132,2.08133,0.254293
10,pi-,-211,0.275274,-0.270929,4.5501,4.5686,0.386236
11,pi-,-211,0.149516,0.202813,3.3644,3.37671,0.251968
12,pi-,-211,0.0483557,0.171498,15.4757,15.4773,0.178184
13,pi-,-211,0.392605,0.0651262,8.93729,8.94723,0.39797
14,pi-,-211,0.111364,-0.0565403,25.3732,25.3739,0.124895
15,pi-,-211,-0.151616,0.056184,6.3196,6.3232,0.161692
16,pi-,-211,-0.178779,-0.200996,6.49458,6.50165,0.269001
17,pi-,-211,0.166337,-0.052458,18.3068,18.3081,0.174412
18,pi0,111,-0.0405119,-0.0315972,12.7973,12.7981,0.051377
19,pi0,111,0.464807,-0.0167662,20.1249,20.1307,0.465109
20,pi0,111,-0.0106557,0.189274,42.4116,42.4123,0.189574
21,pi0,111,-0.198898,0.573367,31.4069,31.4131,0.606886
22,pi0,111,-0.0467084,-0.804966,30.2869,30.2979,0.80632
23,pi-,-211,-0.101279,0.280024,5.61532,5.62494,0.297776
24,pi0,111,0.0747547,-0.0571768,24.8594,24.8599,0.094114
25,pi-,-211,0.147828,0.181466,1.87728,1.89696,0.234057
26,pi0,111,-0.235526,0.235774,11.6217,11.6273,0.333259
27,pi0,111,0.209262,-0.0541614,17.0765,17.0784,0.216158
28,pi-,-211,0.16269,0.137261,9.10941,9.11296,0.212859
29,pi0,111,0.198309,-0.271267,36.6923,36.6941,0.336024
30,pi-,-211,0.162651,-6.10435e-05,20.3398,20.3409,0.162651
31,pi-,-211,0.0993652,-0.113437,3.82763,3.83315,0.150802
32,pi-,-211,-0.146137,-0.072736,2.85236,2.86044,0.163238
33,pi-,-211,-0.293097,-0.155102,6.31113,6.32137,0.331606
34,pi-,-211,-0.214116,0.0939189,16.3064,16.3087,0.233809
35,pi-,-211,-0.208925,-0.224095,21.2776,21.2803,0.306379
36,pi0,111,-0.400499,0.513334,21.2342,21.2446,0.651085
37,pi-,-211,0.19538,-0.0114035,1.49699,1.51617,0.195712
38,pi0,111,-0.109146,0.220937,5.82253,5.8293,0.246426
39,pi-,-211,0.225328,-0.196576,3.93639,3.9502,0.299023
40,pi-,-211,-0.152044,-0.153313,2.22772,2.2425,0.215922
41,pi0,111,0.0338644,-0.162023,17.0009,17.0023,0.165524
42,pi-,-211,-0.0799181,0.0802196,3.73885,3.74316,0.113235
43,pi-,-211,-0.160911,-0.000404789,7.97447,7.97732,0.160912
44,pi-,-211,-0.147766,0.0264558,29.2476,29.2483,0.150115
45,pi0,111,-0.100831,-0.395594,17.4002,17.4055,0.408242
46,pi-,-211,0.164775,-0.144437,31.8126,31.8137,0.219118
47,pi-,-211,-0.375372,0.043516,14.8764,14.8818,0.377886
48,pi0,111,0.0140884,-0.135554,7.47134,7.4738,0.136285
49,pi-,-211,0.0913673,-0.221885,13.1577,13.1606,0.239961
50,pi-,-211,-0.482841,0.0517034,15.0802,15.0887,0.485602
51,pi0,111,0.0968378,-0.383765,2.68666,2.71901,0.395794
52,pi-,-211,-0.140705,0.389744,32.702,32.705,0.414365
53,pi0,111,-0.0873841,-0.114887,7.371,7.37365,0.144343
54,pi-,-211,-0.216147,0.0715347,7.38009,7.38492,0.227677
55,pi0,111,0.048297,-0.0273116,7.21034,7.21181,0.0554844
56,pi-,-211,0.0541171,-0.0784817,1.639,1.64769,0.0953312
57,pi-,-211,0.339646,0.237414,6.5917,6.60619,0.414397
58,pi0,111,0.200421,-0.451687,25.8056,25.8106,0.494155
59,pi0,111,-0.00994045,-0.0648552,25.762,25.7624,0.0656126
60,pi-,-211,0.124718,-0.0762208,26.6897,26.6905,0.146165
61,pi-,-211,-0.307709,-0.411279,18.5429,18.5505,0.513648
62,pi0,111,0.000842701,0.0973178,9.83864,9.84005,0.0973214
63,pi0,111,-0.25151,-0.0434156,29.9615,29.9629,0.25523
64,pi0,111,-0.20965,0.250383,4.04139,4.0568,0.326565
65,pi-,-211,-0.00379582,-0.052743,3.05938,3.06302,0.0528794
66,pi-,-211,-0.126689,-0.33846,8.64948,8.65816,0.361394
67,pi0,111,-0.0631436,-0.153851,9.20281,9.2053,0.166305
68,pi-,-211,-0.536667,-0.210663,36.2879,36.2927,0.576533
69,pi0,111,-0.531018,0.335916,17.5755,17.5872,0.628347
70,pi-,-211,0.323741,-0.0783703,38.1673,38.169,0.333092
71,pi0,111,-0.14493,-0.179113,33.42,33.4211,0.230404
72,pi-,-211,-0.141364,-0.157717,23.3787,23.3801,0.211798
73,pi0,111,0.446182,0.460133,30.3699,30.377,0.640937
74,pi-,-211,-0.0968158,0.032198,1.56472,1.57424,0.102029
75,pi-,-211,-0.0168138,-0.105772,13.7598,13.7609,0.1071
76,pi-,-211,-0.133932,0.0532996,10.576,10.5779,0.144148
77,pi-,-211,-0.00369942,0.0934215,15.3541,15.355,0.0934947
78,pi-,-211,0.205791,0.0247951,1.61044,1.62972,0.20728
79,pi-,-211,0.21214,-0.117099,9.76201,9.76601,0.242313
80,pi0,111,-0.279164,-0.00372684,25.6172,25.619,0.279189
81,pi-,-211,0.00250302,0.114312,4.94225,4.94554,0.114339
82,pi-,-211,0.01068,-0.0314559,0.792459,0.805341,0.0332195
83,pi0,111,0.2596,0.127463,24.2577,24.2598,0.289204
84,pi-,-211,0.160448,-0.178426,12.5251,12.5282,0.239957
85,pi-,-211,0.130624,0.121025,8.68321,8.68616,0.178072
86,pi-,-211,-0.462629,0.0857672,32.2122,32.2159,0.470512
87,pi-,-211,-0.529601,0.0922571,17.5841,17.5928,0.537577
88,pi-,-211,0.656436,-0.824103,35.4153,35.4312,1.05359
89,pi0,111,0.0865431,-0.217119,35.655,35.656,0.233732
90,pi-,-211,-0.0326684,0.142681,4.16812,4.17303,0.146373
91,pi-,-211,-0.278887,0.240894,12.7312,12.7373,0.368521
92,pi-,-211,0.360522,0.466228,6.09632,6.12633,0.58936
93,pi0,111,-0.000522395,-0.0497458,3.09999,3.10333,0.0497486
94,pi-,-211,0.114926,-0.377019,35.0522,35.0547,0.394146
95,pi-,-211,0.189312,-0.289404,15.6084,15.6129,0.345824
96,pi-,-211,-0.314256,0.19574,10.7715,10.7787,0.370231
97,pi-,-211,-0.0918065,-0.113089,33.134,33.1346,0.145662
98,pi-,-211,-0.00602049,-0.176105,30.3788,30.3796,0.176208
99,pi0,111,0.265615,0.297088,7.4396,7.45148,0.398513
100,pi0,111,0.192985,0.247117,31.6308,31.6327,0.313544
101,pi-,-211,-0.187073,0.0116542,11.3061,11.3085,0.187435
102,pi0,111,-0.394145,-0.118886,6.33527,6.35006,0.411684
103,pi-,-211,-0.300186,0.262806,13.3613,13.3679,0.398972
104,pi-,-211,-0.00339527,0.229067,16.7252,16.7274,0.229092
105,pi0,111,0.0390104,0.0203528,21.7034,21.7039,0.0440005
106,pi0,111,0.253983,0.251073,13.2589,13.2644,0.357134
107,pi-,-211,-0.184271,0.296199,27.411,27.4136,0.348841
108,pi-,-211,-0.261635,-0.430876,30.3558,30.3603,0.50409
109,pi-,-211,0.651027,0.187855,35.7767,35.7834,0.677588
110,pi0,111,-0.0430938,-0.325596,26.2986,26.301,0.328436
111,pi0,111,0.199977,0.192826,26.8861,26.8878,0.2778
112,pi-,-211,0.38214,0.432131,5.05053,5.08529,0.576861
113,pi0,111,-0.286199,0.287351,8.2933,8.30431,0.405561
114,pi-,-211,0.202313,0.355648,18.4472,18.4523,0.409165
115,pi-,-211,0.263456,-0.267686,17.7004,17.705,0.375586
116,pi0,111,-0.433276,-0.590444,8.37803,8.41106,0.732361
117,pi-,-211,-0.17038,-0.331547,9.7563,9.76442,0.372764
118,pi0,111,-0.185154,0.13472,35.4052,35.4062,0.228979
119,pi-,-211,-0.25449,0.00978257,26.1511,26.1527,0.254678
120,pi-,-211,-0.124998,0.263267,8.27295,8.27926,0.291434
121,pi0,111,-0.278281,0.226297,6.05808,6.07019,0.358679
122,pi-,-211,-0.423986,0.232716,16.6223,16.6299,0.483654
123,pi-,-211,0.128056,-0.0715827,5.82366,5.82717,0.146706
124,pi0,111,0.102355,0.252393,38.6242,38.6254,0.272358
125,pi0,111,-0.165972,0.0318371,0.882549,0.908666,0.168998
126,pi0,111,0.494558,0.292902,6.7664,6.79212,0.574786
127,pi-,-211,-0.692391,0.198533,19.6791,19.6927,0.720292
128,pi0,111,-0.00857875,0.270353,4.90995,4.91924,0.270489
129,pi0,111,-0.195208,0.0634034,19.7966,19.7981,0.205246
130,pi0,111,0.3441,0.235545,6.18747,6.20298,0.416997
131,pi0,111,-0.172562,0.0395399,9.00698,9.00973,0.177034
132,pi0,111,0.227872,0.0048218,26.5289,26.5303,0.227923
133,pi-,-211,-0.0393519,0.132682,15.9622,15.9635,0.138394
134,pi-,-211,0.515417,0.5929,15.7959,15.816,0.785612
135,pi-,-211,0.52368,0.284331,12.7141,12.7289,0.59589
136,pi0,111,0.175252,0.0701452,20.8781,20.8794,0.188769
137,pi0,111,0.239595,-0.272118,13.5418,13.5474,0.362566
138,pi-,-211,0.248721,-0.167644,11.9991,12.0037,0.299944
139,pi-,-211,0.306639,-0.0625667,27.9076,27.9097,0.312957
140,pi-,-211,-0.045329,-0.0628129,38.9676,38.968,0.0774608
141,pi-,-211,-0.247616,0.2768,27.4165,27.4194,0.371392
142,pi0,111,0.102278,-0.0335611,8.26614,8.26795,0.107643
143,pi-,-211,0.583299,-0.439266,12.0578,12.0807,0.7302
144,pi-,-211,-0.083011,-0.298823,2.31137,2.33626,0.310139
145,pi-,-211,0.106075,0.334677,6.49124,6.50222,0.351085
146,pi-,-211,-0.0992222,-0.136389,2.11384,2.12515,0.168662
147,pi-,-211,0.247144,-0.0148987,20.3275,20.3294,0.247592
148,pi-,-211,0.236689,0.303275,17.3022,17.3071,0.384704
149,pi-,-211,-0.229607,0.122756,14.8814,14.8843,0.260362
150,pi-,-211,0.298358,0.151349,4.07807,4.09415,0.334551
151,pi0,111,-0.064621,-0.200836,2.9941,3.00456,0.210976
152,pi-,-211,0.153541,0.0323342,11.7183,11.7201,0.156909
153,pi-,-211,-0.0262135,-0.25262,25.6171,25.6187,0.253977
154,pi-,-211,0.0595546,-0.270173,13.5821,13.5856,0.276659
155,pi-,-211,0.107905,-0.0696484,5.88639,5.88944,0.12843
156,pi-,-211,0.263906,-0.316673,6.35807,6.37294,0.412224
157,pi0,111,0.114448,0.099478,9.61496,9.6171,0.151638
158,pi-,-211,-0.0481323,0.0952393,1.73591,1.74478,0.106711
159,pi0,111,0.238152,0.118597,12.5825,12.586,0.266048
160,pi-,-211,-0.109622,0.0753,1.45774,1.47043,0.132993
161,pi-,-211,0.123134,-0.285252,16.7524,16.7559,0.310694
162,pi-,-211,-0.426022,-0.347681,11.4362,11.4503,0.549888
163,pi0,111,-0.0549912,-0.16747,15.7602,15.7618,0.176267
164,pi0,111,0.437056,-0.376087,12.5994,12.6134,0.576593
165,pi-,-211,-0.135365,0.15453,0.846055,0.881755,0.205434
166,pi-,-211,-0.286285,-0.0766175,9.31762,9.32338,0.29636
167,pi-,-211,0.424198,0.0211657,13.2189,13.2265,0.424725
168,pi0,111,-0.440463,0.57486,29.7925,29.8016,0.724204
169,pi0,111,-0.0295419,-0.0928011,16.6287,16.6295,0.0973898
170,pi0,111,0.0776642,-0.0580051,0.597093,0.619787,0.0969346
171,pi0,111,-0.0265668,0.151027,16.4743,16.4756,0.153346
172,pi-,-211,0.0147823,-0.105518,24.313,24.3136,0.106548
173,pi0,111,-0.146537,0.0236167,22.7946,22.7954,0.148428
174,pi-,-211,-0.557352,-0.106843,36.6606,36.6653,0.5675
175,pi-,-211,-0.223623,-0.177406,7.19675,7.20376,0.285447
176,pi-,-211,0.0174035,0.0681231,2.58997,2.59468,0.070311
177,pi0,111,-0.102269,-0.229773,3.20501,3.2177,0.251505
178,pi0,111,0.175501,-0.0164008,3.40744,3.41466,0.176266
179,pi-,-211,-0.209871,-0.41724,31.087,31.0908,0.467049
180,pi-,-211,0.351147,-0.0814851,18.4922,18.4962,0.360477
181,pi0,111,0.46409,-0.340848,26.9953,27.0018,0.57581
182,pi0,111,-0.150203,-0.105814,9.43376,9.43651,0.183732
183,pi-,-211,0.297445,0.0553225,5.9515,5.96082,0.302546
184,pi0,111,0.0190721,0.441655,38.8395,38.8422,0.442066
185,pi0,111,0.223065,0.0717605,12.6394,12.6423,0.234323
186,pi0,111,0.373609,-0.0414874,13.552,13.5579,0.375906
187,pi-,-211,-0.171147,-0.129142,33.3527,33.3537,0.214404
188,pi-,-211,0.26294,-0.0422572,25.7089,25.7106,0.266314
189,pi-,-211,-0.133176,-0.0231982,1.66409,1.6754,0.135181
190,pi-,-211,0.0563434,-0.570938,27.6532,27.6595,0.573711
191,pi-,-211,0.333719,-0.303545,11.0644,11.0745,0.451118
192,pi-,-211,0.129305,-0.118272,18.5687,18.5701,0.175237
193,pi-,-211,-0.153455,-0.133507,26.9314,26.9325,0.203402
194,pi0,111,0.165372,0.539867,11.094,11.1092,0.564628
195,pi-,-211,0.181476,0.054968,3.03388,3.043,0.189618
196,pi-,-211,0.312681,0.259506,27.9652,27.9685,0.406341
197,pi-,-211,-0.364362,-0.0748169,14.6048,14.6102,0.371964
198,pi-,-211,0.0793886,0.151195,4.77848,4.78357,0.17077
199,pi0,111,-0.14432,0.109273,1.55521,1.57152,0.181022
200,pi-,-211,-0.243198,-0.472157,27.4676,27.4731,0.531109
201,pi0,111,-0.13544,-0.0950811,13.6296,13.6313,0.165482
202,pi-,-211,0.232137,-0.0573547,5.55363,5.56052,0.239118
203,pi-,-211,-0.514262,-0.195076,46.906,46.9095,0.550018
204,pi-,-211,0.153107,0.048599,27.1413,27.1421,0.160635
205,pi-,-211,0.211082,-0.654317,36.8215,36.8282,0.687522
206,pi0,111,-0.0706746,0.113855,10.2455,10.2472,0.134007
207,pi-,-211,0.471161,-0.0191332,12.0915,12.1015,0.47155
208,pi-,-211,0.0169753,-0.0748615,30.0346,30.035,0.076762
209,pi0,111,0.0710988,0.0250997,2.29067,2.29588,0.0753991
210,pi-,-211,0.296558,-0.0185088,7.53845,7.54559,0.297135
211,pi-,-211,-0.248767,0.206985,13.2601,13.2648,0.323617
212,pi-,-211,-0.130064,0.251186,23.1801,23.1823,0.282863
213,pi-,-211,-0.184369,0.177239,46.8989,46.8998,0.255745
214,pi0,111,-0.0448504,0.00332001,26.6695,26.6699,0.0449731
215,pi-,-211,-0.28697,-0.23858,13.0473,13.0534,0.373191
216,pi0,111,0.0449173,0.120831,6.53461,6.53728,0.12891
217,pi0,111,-0.21174,-0.293622,4.61037,4.62653,0.362005
218,pi0,111,-0.0467254,-0.188432,10.5918,10.5944,0.194139
219,pi-,-211,-0.0223771,-0.0810274,10.7281,10.7294,0.0840605
220,pi-,-211,0.188358,0.10621,13.3605,13.363,0.216239
221,pi-,-211,0.0909523,0.105099,25.8645,25.8653,0.13899
222,pi0,111,0.106898,0.216005,15.4669,15.4693,0.241009
223,pi-,-211,-0.549909,-0.173343,12.6686,12.6825,0.576583
224,pi-,-211,0.533872,-0.0850099,35.1734,35.1778,0.540597
225,pi-,-211,-0.403326,-0.0328817,28.1048,28.1081,0.404664
226,pi0,111,0.233057,-0.0578958,6.06828,6.07453,0.240141
227,pi-,-211,0.797333,0.218524,37.8021,37.8114,0.826736
228,pi0,111,0.362679,-0.178188,32.5586,32.5614,0.404088
229,pi-,-211,-0.177959,-0.0956352,15.2339,15.2359,0.202028
230,pi-,-211,-0.244452,-0.172055,28.3959,28.3979,0.298931
231,pi-,-211,0.0761101,0.00158781,1.88339,1.89009,0.0761266
232,pi-,-211,-0.54453,0.300839,14.8035,14.8172,0.622107
233,pi-,-211,0.253494,-0.24217,11.1432,11.1496,0.350579
234,pi0,111,-0.374805,0.283614,30.6352,30.6391,0.470017
235,pi-,-211,-0.234268,-0.393215,3.92939,3.95842,0.457711
236,pi-,-211,0.115996,-0.290396,10.3217,10.3274,0.312706
237,pi-,-211,0.366719,0.044535,16.8277,16.8324,0.369414
238,pi-,-211,-0.142221,-0.141332,5.25312,5.2588,0.200503
239,pi-,-211,-0.314717,0.180879,14.9292,14.9343,0.362993
240,pi-,-211,-0.275415,0.0628922,7.66099,7.66747,0.282505
241,pi-,-211,-0.0543211,-0.205839,3.26242,3.27233,0.212886
242,pi-,-211,0.159727,-0.217678,13.3944,13.3979,0.269993
243,pi-,-211,-0.394853,0.0661234,6.81824,6.83141,0.400351
244,pi-,-211,0.836863,0.152719,44.0084,44.0168,0.850683
245,pi-,-211,-0.118308,0.0863381,6.29514,6.29839,0.146462
246,pi-,-211,0.0478385,-0.0769241,26.249,26.2495,0.0905861
247,pi-,-211,-0.357968,0.0518337,22.5117,22.515,0.361701
248,pi-,-211,-0.0396226,-0.17482,8.5619,8.56491,0.179254
249,pi-,-211,-0.185515,-0.140194,10.1846,10.1882,0.232529
250,pi-,-211,-0.0629223,0.182985,3.73568,3.7433,0.193502
251,pi-,-211,0.0938218,0.262008,3.47654,3.49046,0.278299
252,pi-,-211,0.107514,-0.112229,4.70816,4.71279,0.155417
253,pi0,111,0.0715105,-0.370467,33.4887,33.4911,0.377305
254,pi-,-211,-0.107856,0.0534806,2.25097,2.25851,0.120387
255,pi-,-211,0.330747,0.220402,2.79106,2.82267,0.397455
256,pi-,-211,-0.180237,0.294438,30.8895,30.8918,0.345223
257,pi-,-211,0.223939,-0.0128428,9.11904,9.12286,0.224307
258,pi-,-211,-0.322015,0.19184,10.1633,10.1712,0.374828
259,pi-,-211,0.0654707,-0.0755197,12.6932,12.6944,0.0999482
260,pi0,111,0.115426,-0.0726605,35.4359,35.4364,0.136391
261,pi-,-211,-0.039246,-0.322809,38.942,38.9437,0.325186
262,pi-,-211,0.115281,0.0355424,6.21724,6.21998,0.120636
263,pi0,111,-0.0231589,0.475671,17.0696,17.0768,0.476235
264,pi0,111,-0.28566,0.0441487,11.2362,11.2408,0.289052
265,pi-,-211,-0.464268,-0.111498,12.363,12.373,0.477469
266,pi-,-211,0.15231,0.410926,11.5121,11.5213,0.438245
267,pi-,-211,-0.194311,0.175245,4.98277,4.99158,0.261663
268,pi-,-211,-0.0507432,-0.151008,22.1821,22.1831,0.159305
269,pi-,-211,-0.0754379,-0.119474,17.2426,17.2437,0.141297
270,pi0,111,-0.480187,-0.424177,12.7709,12.7876,0.640707
271,pi0,111,-0.0855078,-0.0278074,26.1729,26.1734,0.0899157
272,pi0,111,-0.0753166,0.497546,31.1462,31.1506,0.503214
273,pi-,-211,-0.468913,-0.0917265,9.68117,9.69396,0.4778
274,pi-,-211,0.0227579,-0.176464,35.3243,35.325,0.177925
275,pi-,-211,-0.107175,0.15865,8.70578,8.709,0.191459
276,pi-,-211,-0.109533,-0.221399,4.85967,4.86795,0.247012
277,pi0,111,-0.133967,-0.298718,5.58576,5.59697,0.327383
278,pi-,-211,0.157639,0.0711153,5.30084,5.30549,0.172938
279,pi-,-211,-0.100242,0.15423,32.6153,32.6161,0.183944
280,pi-,-211,-0.504966,-0.457211,13.046,13.0646,0.681199
281,pi0,111,-0.209425,0.342584,6.94015,6.95306,0.401526
282,pi-,-211,-0.179254,-0.163901,15.233,15.2356,0.242889
283,pi0,111,-0.339675,0.249878,9.86924,9.87916,0.421685
284,pi0,111,0.0290869,-0.0678049,13.477,13.4779,0.0737805
285,pi-,-211,0.231727,0.0241091,1.71998,1.74129,0.232978
286,pi-,-211,0.0213987,0.092523,9.44943,9.45094,0.0949653
287,pi0,111,0.0899327,-0.379747,23.2737,23.2774,0.39025
288,pi0,111,0.192948,-0.395166,12.0972,12.106,0.439755
289,pi0,111,-0.064776,-0.0803011,23.8567,23.8573,0.103171
290,pi-,-211,-0.0097264,0.0467232,41.3811,41.3813,0.0477249
291,pi0,111,-0.360264,-0.133547,15.8379,15.8431,0.384219
292,pi-,-211,-0.177087,0.118955,3.56449,3.57359,0.213331
293,pi-,-211,0.529398,0.129267,10.629,10.6439,0.544952
294,pi0,111,0.20031,-0.383346,7.02975,7.04433,0.432525
295,pi-,-211,0.160983,-0.382297,11.4771,11.4854,0.41481
296,pi-,-211,0.219462,-0.154276,12.6474,12.651,0.268262
297,pi-,-211,-0.0163243,-0.312197,25.1796,25.1819,0.312623
298,pi-,-211,0.364422,0.00923179,11.0645,11.0713,0.364538
299,pi-,-211,-0.326408,-0.509812,10.3506,10.3692,0.605352
300,pi-,-211,-0.257568,0.0657039,4.80587,4.81524,0.265816
301,pi-,-211,-0.0610583,0.0648205,14.9179,14.9188,0.0890495
302,pi-,-211,0.432894,0.288553,9.45429,9.46962,0.52025
303,pi-,-211,0.346398,0.0603892,11.8548,11.8609,0.351622
304,pi0,111,0.133629,0.0528924,2.08123,2.09055,0.143716
305,pi-,-211,0.0562181,-0.236035,4.70944,4.71776,0.242638
306,pi-,-211,-0.13381,-0.118533,6.66157,6.66543,0.17876
307,pi-,-211,-0.380942,-0.153264,29.3632,29.3664,0.410617
308,pi-,-211,0.0910684,0.218981,12.3207,12.3238,0.237163
309,pi-,-211,0.140046,0.353978,28.5703,28.5732,0.380675
310,pi0,111,-0.0256619,0.346007,23.5121,23.5151,0.346957
311,pi0,111,-0.00425683,-0.00455322,7.68277,7.68396,0.00623316
312,pi0,111,-0.303955,0.0362281,4.75455,4.76631,0.306107
313,pi-,-211,-0.421589,-0.570193,35.808,35.8153,0.709125
314,pi-,-211,0.0376449,-0.265145,3.76781,3.77989,0.267804
315,pi0,111,0.0584741,0.508876,35.6919,35.6959,0.512224
316,pi-,-211,0.359678,0.264321,9.9817,9.99265,0.446357
317,pi-,-211,0.122129,-0.014806,2.53479,2.54161,0.123024
318,pi-,-211,0.248394,-0.0605195,12.1396,12.1431,0.25566
319,pi-,-211,0.0697193,0.211017,4.25284,4.26093,0.222236
320,pi0,111,0.128485,0.0992745,8.06698,8.06974,0.162369
321,pi0,111,-0.479442,-0.210924,11.9419,11.9541,0.523788
322,pi-,-211,-0.105559,0.0872686,3.64397,3.64922,0.136962
323,pi-,-211,0.0809504,-0.511046,21.6243,21.631,0.517417
324,pi-,-211,0.220048,-0.323054,45.2468,45.2487,0.390877
325,pi-,-211,-0.0430127,-0.0958716,1.16503,1.17805,0.105078
326,pi-,-211,-0.321407,0.0661207,8.54574,8.55318,0.328138
327,pi-,-211,0.226469,-0.10006,29.6542,29.6556,0.247589
328,pi0,111,0.570627,-0.492123,38.0404,38.0481,0.753525
329,pi-,-211,0.479466,-0.168886,15.0519,15.0612,0.50834
330,pi0,111,0.0327232,0.49097,8.69427,8.70922,0.492059
331,pi-,-211,-0.266874,0.0783933,3.05969,3.07547,0.27815
332,pi-,-211,0.105368,0.192669,10.64,10.6431,0.219599
333,pi0,111,0.322981,-0.0482781,12.5307,12.5357,0.326569
334,pi0,111,0.0058113,0.0960088,5.78726,5.78963,0.0961845
335,pi0,111,-0.140537,-0.661411,29.4819,29.49,0.676177
336,pi-,-211,0.0237838,-0.16089,22.7957,22.7968,0.162638
337,pi0,111,-0.256001,-0.200731,12.1847,12.1898,0.325315
338,pi0,111,-0.351007,-0.18821,18.1199,18.1247,0.398282
339,pi-,-211,0.0808754,0.193814,7.72686,7.73098,0.210011
340,pi-,-211,-0.16768,-0.31892,8.61223,8.62089,0.360314
341,pi-,-211,-0.362331,0.448716,28.8106,28.8167,0.57674
342,pi0,111,0.453742,-0.44146,9.59114,9.61296,0.633063
343,pi-,-211,-0.367734,-0.0322252,10.5606,10.568,0.369143
344,pi-,-211,0.130905,0.228847,19.8102,19.8125,0.263642
345,pi-,-211,0.335857,-0.546428,31.1628,31.1697,0.641391
346,pi0,111,0.412386,-0.0680084,7.47084,7.48374,0.417956
347,pi0,111,-0.0455562,0.140398,6.762,6.76496,0.147604
348,pi-,-211,0.0607393,-0.321823,3.34881,3.36768,0.327505
349,pi-,-211,-0.0443163,-0.00905849,10.7064,10.7074,0.0452326
350,pi0,111,0.136454,0.0302601,19.4698,19.4707,0.139769
351,pi-,-211,-0.0933439,-0.295755,38.2595,38.261,0.310136
352,pi-,-211,0.193365,0.124574,14.0383,14.0409,0.230019
353,pi0,111,-0.0773372,-0.035355,9.81803,9.81933,0.0850354
354,pi0,111,0.0130039,-0.00846515,6.40765,6.40909,0.0155164
355,pi-,-211,0.0294103,-0.0591973,17.9243,17.925,0.0661005
356,pi-,-211,0.330933,0.100872,12.1976,12.2033,0.345965
357,pi-,-211,0.165903,0.37131,13.6468,13.6536,0.406688
358,pi-,-211,-0.39959,-0.101025,15.6577,15.6637,0.412163
359,pi-,-211,-0.0761626,-0.0264415,3.3239,3.32781,0.0806219
360,pi-,-211,0.34778,0.0522622,29.6775,29.6799,0.351684
361,pi0,111,-0.1211,-0.116866,21.8674,21.8685,0.168294
362,pi0,111,0.314393,0.607459,34.543,34.5501,0.683995
363,pi-,-211,0.196716,-0.134659,5.815,5.82156,0.23839
364,pi0,111,0.300416,-0.281077,6.29073,6.30562,0.411405
365,pi-,-211,0.011214,0.113453,2.75705,2.76294,0.114006
366,pi-,-211,-0.289837,-0.0120023,23.9053,23.9075,0.290086
367,pi-,-211,-0.121448,0.199444,6.19232,6.19829,0.233511
368,pi0,111,0.0267976,0.248005,16.706,16.7084,0.249449
369,pi-,-211,0.00126339,0.274154,5.53051,5.53906,0.274157
370,pi0,111,-0.345877,-0.269485,8.14973,8.16263,0.438467
371,pi-,-211,0.201755,-0.0595801,30.6902,30.6912,0.210369
372,pi-,-211,-0.38013,0.443232,6.13979,6.16907,0.583912
373,pi0,111,0.278291,0.354014,41.3111,41.3138,0.450303
374,pi-,-211,0.0889368,-0.269109,4.84308,4.85337,0.283424
375,pi-,-211,-0.502535,-0.291002,33.4374,33.4427,0.58071
376,pi-,-211,-0.393249,-0.306135,18.449,18.4562,0.498361
377,pi0,111,-0.38027,-0.0334229,24.5795,24.5828,0.381736
378,pi-,-211,0.278553,-0.049445,13.0874,13.0912,0.282907
379,pi-,-211,0.261255,0.275019,41.8521,41.8541,0.379327
380,pi-,-211,-0.110962,0.271018,5.99361,6.00239,0.292854
381,pi0,111,0.217541,-0.511859,10.6175,10.6329,0.556169
382,pi0,111,0.0915874,0.289161,8.00435,8.01123,0.303319
383,pi-,-211,-0.189397,-0.207273,47.0671,47.0681,0.280773
384,pi0,111,0.4366,0.106976,33.5994,33.6027,0.449514
385,pi0,111,-0.184599,0.0105742,12.5837,12.5857,0.184901
386,pi0,111,0.1002,-0.16936,9.37168,9.37471,0.196782
387,pi-,-211,-0.172077,0.306186,3.66423,3.68367,0.351227
388,pi-,-211,0.0578706,0.0248508,7.9463,7.94777,0.0629807
389,pi0,111,0.0762574,-0.248654,12.5023,12.5057,0.260085
390,pi-,-211,-0.185066,0.126091,9.84173,9.84527,0.223939
391,pi-,-211,-0.125708,-0.196281,1.67122,1.69316,0.233086
392,pi-,-211,-0.134355,0.110214,19.574,19.5753,0.173777
393,pi-,-211,-0.0331196,0.279117,15.591,15.5941,0.281075
394,pi-,-211,-0.38695,-0.236611,40.0667,40.0695,0.453559
395,pi0,111,0.259858,-0.0587635,43.0749,43.076,0.266419
