Event,Name,Pid,Particle_px,Particle_py,Particle_pz,Particle_E,Particle_pT
8288,pi0,111,0.0335964,-0.0714826,5.96629,5.96834,0.078984
8289,pi-,-211,0.486787,-0.47079,11.9368,11.9568,0.677204
8290,pi-,-211,0.25744,0.126598,35.0233,35.0247,0.286884
8291,pi-,-211,-0.242625,-0.142829,16.6144,16.6174,0.281544
8292,pi0,111,-0.104076,0.0481694,3.74961,3.75379,0.114683
8293,pi-,-211,-0.354047,-0.0406711,32.4949,32.4971,0.356375
8294,pi-,-211,-0.0841367,0.221102,10.7084,10.7119,0.236569
8295,pi-,-211,-0.108141,-0.0442736,23.3656,23.3663,0.116853
8296,pi0,111,0.0787339,-0.075252,13.5499,13.5511,0.108912
8297,pi0,111,0.298316,-0.317781,17.2466,17.2526,0.435864
8298,pi0,111,0.252216,-0.280776,33.456,33.4584,0.377423
8299,pi-,-211,0.387031,0.0673312,20.93,20.9341,0.392844
8300,pi-,-211,0.0988889,0.0665001,2.15155,2.15937,0.119169
8301,pi-,-211,-0.256158,-0.0182803,4.75048,4.75946,0.25681
8302,pi-,-211,-0.117249,0.263847,15.2745,15.2778,0.288726
8303,pi-,-211,0.34434,0.399374,31.3185,31.3232,0.527323
8304,pi0,111,-0.0615084,0.10028,11.9166,11.918,0.117641
8305,pi0,111,-0.138725,0.357234,23.4324,23.4359,0.383224
8306,pi-,-211,-0.266937,-0.00680653,32.5905,32.5919,0.267024
8307,pi0,111,-0.223411,-0.122668,6.64299,6.64925,0.254872
8308,pi-,-211,-0.71532,-0.0472008,33.8746,33.8825,0.716875
8309,pi-,-211,-0.0314617,-0.0428787,3.5156,3.51878,0.0531829
8310,pi0,111,0.0834553,0.280245,11.9832,11.9875,0.292407
8311,pi0,111,-0.00154895,-0.191947,5.20398,5.20927,0.191953
8312,pi0,111,-0.00417609,0.0804101,12.8263,12.8273,0.0805185
8313,pi-,-211,-0.158929,0.290999,5.55917,5.5708,0.331571
8314,pi0,111,0.21815,-0.109665,22.5599,22.5617,0.244163
8315,pi-,-211,-0.151682,0.105967,12.9116,12.9136,0.185031
8316,pi0,111,-0.216893,-0.195528,11.319,11.3235,0.292016
8317,pi-,-211,0.0687846,0.0570499,4.6383,4.64126,0.0893645
8318,pi-,-211,-0.0743488,0.0693885,5.93239,5.9349,0.101698
8319,pi-,-211,0.193642,-0.191347,15.5504,15.5534,0.272233
8320,pi-,-211,0.324539,0.268854,15.1128,15.1193,0.421436
8321,pi-,-211,0.169534,-0.0646135,4.59605,4.60175,0.18143
8322,pi-,-211,-0.0162932,0.0995553,31.3406,31.3411,0.10088
8323,pi-,-211,0.042412,0.259658,6.76506,6.77161,0.263099
8324,pi-,-211,0.141769,-0.237731,21.692,21.6942,0.276793
8325,pi-,-211,-0.160599,0.427119,3.99432,4.02273,0.456314
8326,pi-,-211,-0.0465342,-0.296821,11.4753,11.4801,0.300446
8327,pi-,-211,0.357625,0.0948425,7.61456,7.62482,0.369987
8328,pi-,-211,-0.265391,0.0673091,17.121,17.1238,0.273793
8329,pi-,-211,0.0682352,0.253405,3.87543,3.88681,0.262432
8330,pi-,-211,0.0828506,-0.303691,3.84083,3.85623,0.314789
8331,pi-,-211,-0.0504812,0.125771,26.7872,26.7879,0.135524
8332,pi-,-211,0.379148,0.0924677,5.71089,5.72591,0.390261
8333,pi0,111,0.132696,-0.548097,12.4606,12.4741,0.563932
8334,pi0,111,-0.0591019,-0.187665,3.20351,3.21238,0.196752
8335,pi-,-211,-0.37411,-0.114964,16.9884,16.9935,0.391376
8336,pi-,-211,0.134397,-0.384786,26.4082,26.4117,0.407581
8337,pi-,-211,0.529685,0.454888,17.8425,17.8567,0.698204
8338,pi0,111,-0.0977358,-0.00477724,1.62696,1.63548,0.0978525
8339,pi0,111,-0.641267,0.136492,17.3046,17.3175,0.655632
8340,pi0,111,0.265796,0.384349,9.32095,9.33363,0.467303
8341,pi-,-211,0.38697,-0.582544,26.3933,26.4029,0.699359
8342,pi-,-211,-0.0561994,0.0451841,2.54983,2.55467,0.0721108
8343,pi-,-211,-0.21161,-0.0405388,7.43659,7.44102,0.215458
8344,pi0,111,-0.0126663,0.0945369,3.5461,3.54995,0.0953816
8345,pi-,-211,0.194181,0.0922847,2.73952,2.75148,0.214995
8346,pi0,111,0.00246489,0.202741,20.4415,20.443,0.202756
8347,pi0,111,-0.0365623,-0.139294,1.2988,1.31371,0.144012
8348,pi-,-211,-0.106368,0.357137,4.89525,4.9114,0.372641
8349,pi-,-211,0.179519,0.123578,12.9062,12.9088,0.217942
8350,pi-,-211,0.0806939,-0.0836744,7.62655,7.62871,0.116245
8351,pi-,-211,0.0322327,-0.285617,23.0108,23.013,0.28743
8352,pi-,-211,-0.196859,0.202269,14.1223,14.1258,0.282252
8353,pi0,111,-0.19919,-0.243985,8.06479,8.07207,0.314969
8354,pi-,-211,0.210148,0.168735,9.28341,9.28837,0.269506
8355,pi-,-211,0.0685889,0.20742,46.1907,46.1914,0.218466
8356,pi-,-211,0.387676,0.225022,25.1793,25.1837,0.448249
8357,pi-,-211,-0.112363,-0.34347,17.4191,17.4234,0.361382
8358,pi0,111,-0.047183,0.0565304,2.72802,2.73235,0.0736337
8359,pi0,111,-0.12752,-0.0551704,10.7577,10.7595,0.138942
8360,pi-,-211,-0.0270907,-0.207256,7.9357,7.93968,0.209019
8361,pi-,-211,-0.191033,0.374458,28.7542,28.7576,0.420372
8362,pi0,111,-0.172385,-0.262393,18.2364,18.2396,0.313953
8363,pi-,-211,0.172049,0.123686,4.87488,4.88148,0.211895
8364,pi-,-211,0.0208432,-0.189036,2.19827,2.21089,0.190182
8365,pi0,111,-0.0926747,-0.380578,20.6543,20.6584,0.391699
8366,pi-,-211,-0.102069,-0.226492,18.3467,18.3489,0.248429
8367,pi-,-211,-0.353399,-0.0461368,5.58897,5.60206,0.356398
8368,pi-,-211,0.285145,0.377878,24.774,24.7789,0.473391
8369,pi0,111,-0.0318465,0.0208258,27.7456,27.746,0.0380514
8370,pi-,-211,0.0928072,0.114926,13.9583,13.9598,0.14772
8371,pi-,-211,0.0509893,-0.355281,34.6311,34.6332,0.358922
8372,pi-,-211,0.221452,0.323374,35.579,35.5814,0.391933
8373,pi-,-211,-0.394623,0.246492,19.6407,19.6467,0.46528
8374,pi-,-211,-0.204253,-0.184611,6.01823,6.02614,0.275319
8375,pi-,-211,-0.338279,-0.416202,23.8049,23.8114,0.536336
8376,pi0,111,0.416069,-0.0615446,10.7303,10.7394,0.420596
8377,pi0,111,0.363491,-0.123567,12.8361,12.8425,0.38392
8378,pi0,111,0.00232058,-0.281364,13.6833,13.6868,0.281373
8379,pi-,-211,0.110761,-0.308156,4.60309,4.61684,0.327457
8380,pi-,-211,-0.0326669,0.0433213,0.724522,0.739835,0.0542574
8381,pi-,-211,-0.125296,0.423421,13.8937,13.9014,0.44157
8382,pi-,-211,-0.0219869,-0.114694,2.64577,2.65202,0.116782
8383,pi-,-211,-0.0073414,-0.25047,11.1085,11.1122,0.250577
8384,pi-,-211,-0.726247,-0.425836,33.2466,33.2576,0.841886
8385,pi-,-211,-0.102308,-0.0248996,4.77151,4.77471,0.105295
8386,pi-,-211,-0.0886571,-0.460695,11.3313,11.3418,0.469149
8387,pi-,-211,0.203905,-0.239163,24.35,24.3525,0.314287
8388,pi0,111,-0.0750654,-0.155379,30.5294,30.5302,0.172561
8389,pi-,-211,0.0630823,0.0575142,3.39049,3.39444,0.0853655
8390,pi-,-211,-0.45121,0.0521645,27.0492,27.0534,0.454215
8391,pi0,111,-0.428153,0.214608,8.95983,8.97364,0.478928
8392,pi-,-211,-0.215915,-0.255124,21.1624,21.1655,0.334227
8393,pi0,111,0.303536,-0.119042,11.74,11.7453,0.326044
8394,pi-,-211,-0.414352,-0.330497,28.5639,28.5691,0.530015
8395,pi0,111,-0.318202,0.00402488,17.9683,17.9716,0.318227
8396,pi-,-211,-0.138469,0.357912,18.4579,18.4624,0.383764
8397,pi0,111,0.10872,0.396499,1.95896,2.00619,0.411135
8398,pi-,-211,0.0229014,-0.0795727,8.98798,8.98945,0.0828028
8399,pi-,-211,-0.0237807,-0.389229,17.2717,17.2767,0.389955
8400,pi0,111,0.560841,0.168002,9.33332,9.35264,0.585463
8401,pi-,-211,0.238837,-0.309237,17.4591,17.464,0.390731
8402,pi-,-211,0.562626,0.189709,25.5718,25.5791,0.593748
8403,pi-,-211,-0.0754169,-0.0874319,4.4781,4.48176,0.115464
8404,pi-,-211,0.21308,-0.333214,6.90575,6.91847,0.395518
8405,pi-,-211,-0.463923,0.859195,29.6379,29.6543,0.976443
8406,pi0,111,-0.0195995,-0.475641,25.4954,25.5002,0.476044
8407,pi0,111,-0.236926,-0.0755438,12.963,12.9661,0.248678
8408,pi-,-211,0.0626845,-0.38441,36.439,36.4413,0.389488
8409,pi-,-211,-0.133884,-0.114011,3.14679,3.15479,0.175851
8410,pi-,-211,-0.200472,-0.470942,9.7256,9.74006,0.511836
8411,pi-,-211,0.233857,-0.172006,13.2082,13.2121,0.290302
8412,pi-,-211,0.204979,-0.572658,11.2176,11.235,0.608238
8413,pi-,-211,0.30514,-0.0659801,13.6714,13.6756,0.312192
8414,pi-,-211,-0.0304069,-0.101756,28.8025,28.803,0.106202
8415,pi-,-211,0.546978,-0.154053,9.93346,9.95068,0.568258
8416,pi0,111,-0.183842,-0.0273122,25.4624,25.4634,0.18586
8417,pi-,-211,-0.205,0.125733,2.41464,2.4306,0.240487
8418,pi0,111,0.246139,-0.107361,5.90666,5.91431,0.268534
8419,pi0,111,-0.556101,0.279029,28.7585,28.7656,0.622178
8420,pi-,-211,-0.115157,-0.560034,20.9363,20.9446,0.571751
8421,pi-,-211,0.0265899,0.0616263,32.2024,32.2028,0.067118
8422,pi-,-211,0.270799,0.0106905,21.1824,21.1846,0.271009
8423,pi-,-211,-0.0923546,0.0134675,8.65173,8.65336,0.0933314
8424,pi-,-211,-0.0169523,0.102227,37.4204,37.4208,0.103623
8425,pi-,-211,0.440748,-0.0416938,17.6123,17.6184,0.442715
8426,pi-,-211,0.240904,-0.0665624,22.4966,22.4984,0.249931
8427,pi-,-211,-0.44106,0.239442,14.6571,14.6664,0.501863
8428,pi-,-211,0.126918,0.112784,3.24792,3.25535,0.169789
8429,pi-,-211,-0.242874,-0.506701,36.2948,36.2994,0.561902
8430,pi-,-211,-0.0611471,0.0111493,2.84523,2.84933,0.0621553
8431,pi0,111,-0.133323,-0.0383159,9.04794,9.05001,0.13872
8432,pi-,-211,-0.0616574,0.0057417,3.8596,3.86262,0.0619242
8433,pi0,111,-0.317804,-0.27131,24.4565,24.4605,0.417862
8434,pi-,-211,-0.0187545,0.0277803,2.78037,2.78407,0.0335183
8435,pi0,111,-0.191077,-0.226086,4.46908,4.48091,0.296015
8436,pi-,-211,0.231877,0.3193,8.11463,8.12542,0.394613
8437,pi0,111,-0.123648,0.16789,2.53878,2.55091,0.208509
8438,pi-,-211,0.119186,-0.190332,36.2209,36.2218,0.224569
8439,pi-,-211,-0.0958721,-0.189755,35.1873,35.1882,0.212599
8440,pi-,-211,-0.282458,0.299901,14.3739,14.3805,0.411975
8441,pi0,111,0.306568,-0.0676164,19.0225,19.0256,0.313936
8442,pi-,-211,-0.360238,0.00522667,16.0964,16.101,0.360276
8443,pi0,111,0.0300827,-0.141131,32.3016,32.3022,0.144302
8444,pi0,111,-0.296148,0.164392,11.3684,11.3742,0.338715
8445,pi0,111,0.11726,0.0418851,7.82907,7.83123,0.124517
8446,pi-,-211,0.0266737,-0.156086,7.62158,7.62451,0.158349
8447,pi-,-211,0.0514262,-0.318282,3.49722,3.51483,0.32241
8448,pi0,111,-0.278334,0.2591,14.9405,14.9459,0.380267
8449,pi-,-211,-0.034363,0.0507936,23.062,23.0625,0.0613255
8450,pi-,-211,-0.153299,-0.12133,13.1949,13.197,0.195503
8451,pi-,-211,0.0204171,0.097976,1.76621,1.77454,0.100081
8452,pi-,-211,0.120271,0.189306,16.7333,16.7354,0.22428
8453,pi0,111,-0.05397,0.149176,20.0691,20.0702,0.158639
8454,pi-,-211,-0.0781238,0.632815,35.2626,35.2686,0.637619
8455,pi0,111,-0.10378,-0.0533482,29.9632,29.9637,0.116689
8456,pi0,111,0.0774209,-0.471724,31.4739,31.4778,0.478035
8457,pi0,111,-0.07682,-0.196355,11.641,11.6436,0.210848
8458,pi-,-211,-0.0845308,-0.262563,33.3459,33.3474,0.275835
8459,pi0,111,0.0342724,0.225942,4.2212,4.22954,0.228527
8460,pi0,111,0.316603,-0.122221,15.7161,15.7203,0.339375
8461,pi-,-211,0.482168,-0.0080356,25.6096,25.6146,0.482235
8462,pi-,-211,0.111018,0.384963,3.75727,3.78115,0.400651
8463,pi-,-211,0.119293,0.0949264,1.12912,1.14788,0.152453
8464,pi-,-211,-0.479791,-0.324189,7.42765,7.4515,0.579049
8465,pi0,111,-0.0677346,0.015138,7.15221,7.15382,0.0694056
8466,pi0,111,-0.583438,0.269492,34.1386,34.1449,0.642671
8467,pi0,111,0.0727334,0.0437171,8.02167,8.02325,0.0848607
8468,pi-,-211,0.360033,0.106389,30.4444,30.4471,0.375423
8469,pi0,111,0.198182,0.0190938,31.9368,31.9377,0.1991
8470,pi0,111,-0.0304387,-0.0525114,4.68904,4.69138,0.0606956
8471,pi-,-211,-0.0944028,-0.0732284,11.0232,11.0247,0.119475
8472,pi-,-211,-0.154258,-0.127572,4.74665,4.75292,0.200175
8473,pi0,111,0.134457,-0.0161128,2.23802,2.24618,0.135419
8474,pi-,-211,-0.446635,-0.0993603,5.3519,5.37323,0.457554
8475,pi0,111,0.394882,-0.131606,29.1402,29.1435,0.416235
8476,pi-,-211,0.111823,-0.0474153,8.36754,8.36958,0.12146
8477,pi-,-211,0.0707443,-0.0031919,18.4944,18.4951,0.0708163
8478,pi-,-211,-0.672801,0.0238572,20.3108,20.3224,0.673224
8479,pi-,-211,-0.10735,0.201979,6.12139,6.12725,0.228735
8480,pi-,-211,0.10273,0.030224,21.2823,21.283,0.107084
8481,pi0,111,0.0713986,0.612344,28.2879,28.295,0.616492
8482,pi-,-211,-0.526561,-0.00131358,24.7693,24.7753,0.526562
8483,pi-,-211,0.100294,0.0981739,3.53633,3.54187,0.140346
8484,pi-,-211,0.254289,0.386654,14.855,14.8629,0.462779
8485,pi-,-211,-0.61323,-0.00627024,17.3443,17.3557,0.613262
8486,pi0,111,0.0253316,-0.373366,9.34842,9.35688,0.374225
8487,pi0,111,0.232874,-0.351322,25.7759,25.7797,0.421494
8488,pi0,111,-0.0114215,-0.22498,14.6035,14.6058,0.22527
8489,pi0,111,-0.22021,-0.35753,12.8656,12.8732,0.419905
8490,pi-,-211,0.193432,0.238567,26.147,26.1492,0.307132
8491,pi-,-211,0.191744,-0.0890248,9.73943,9.74272,0.211403
8492,pi0,111,0.160343,0.338114,21.1294,21.1332,0.374207
8493,pi0,111,-0.0870785,-0.0332568,26.2179,26.2184,0.093213
8494,pi-,-211,-0.00442961,0.0233362,0.39346,0.418156,0.0237529
8495,pi0,111,0.251396,0.619821,34.3789,34.3857,0.668863
8496,pi-,-211,-0.18313,0.246638,43.1616,43.1629,0.307192
8497,pi-,-211,0.386353,-0.347388,20.9815,20.9884,0.519565
8498,pi0,111,0.178511,0.300337,32.5902,32.5924,0.349383
8499,pi-,-211,0.136581,-0.0461623,1.32799,1.34306,0.144171
8500,pi0,111,-0.123256,0.37167,30.0982,30.101,0.391574
8501,pi-,-211,0.560511,-0.368644,8.90595,8.93227,0.670873
8502,pi-,-211,-0.481119,-0.0860719,11.1114,11.1231,0.488757
8503,pi0,111,-0.227365,0.010165,28.6466,28.6478,0.227592
8504,pi0,111,-0.0496954,-0.137319,27.1151,27.1159,0.146034
8505,pi-,-211,0.0513217,-0.0709626,2.17006,2.17631,0.0875764
8506,pi-,-211,-0.286595,0.10049,18.9984,19.0013,0.303702
8507,pi-,-211,0.23059,-0.0646892,36.0568,36.0579,0.239492
8508,pi-,-211,0.138312,-0.304262,40.8302,40.8318,0.334224
8509,pi-,-211,0.504341,-0.0961678,25.2952,25.3008,0.513428
8510,pi0,111,-0.172253,0.51442,22.1558,22.1629,0.542493
8511,pi0,111,0.449632,0.220576,5.23846,5.26407,0.500822
8512,pi-,-211,-0.210608,-0.814129,23.6588,23.6742,0.840929
8513,pi-,-211,-0.0254693,-0.300914,9.76573,9.77139,0.30199
8514,pi-,-211,-0.0137349,-0.108095,3.90247,3.90649,0.108964
8515,pi-,-211,0.187695,0.0525775,1.31904,1.34065,0.19492
8516,pi-,-211,0.32047,-0.359749,32.5935,32.5973,0.481789
8517,pi0,111,0.287491,-0.341165,10.9698,10.9797,0.446144
8518,pi-,-211,-0.60791,-0.151669,15.7757,15.7887,0.626544
8519,pi0,111,-0.0675284,-0.371888,11.0632,11.0705,0.377969
8520,pi-,-211,0.0891522,-0.0873208,6.35131,6.35407,0.124792
8521,pi0,111,0.308759,-0.120164,27.3227,27.325,0.331318
8522,pi-,-211,-0.158697,0.107603,4.89274,4.89849,0.191737
8523,pi-,-211,0.295272,-0.00786265,3.48373,3.49901,0.295376
8524,pi-,-211,-0.0519201,-0.205542,4.16071,4.16845,0.211998
8525,pi0,111,-0.280505,0.100465,24.2771,24.2793,0.297954
8526,pi0,111,0.427565,-0.197791,30.094,30.0979,0.471098
8527,pi0,111,-0.297242,0.333466,8.04438,8.0579,0.446713
8528,pi-,-211,-0.0803123,-0.0679244,9.40957,9.4112,0.105185
8529,pi0,111,0.122835,0.548929,8.08197,8.10265,0.562504
8530,pi-,-211,0.0194245,-0.0702319,0.894284,0.908038,0.0728686
8531,pi-,-211,-0.175267,0.0956782,15.896,15.8979,0.199682
8532,pi-,-211,0.0463824,-0.25214,34.8584,34.8596,0.256371
8533,pi-,-211,-0.272533,-0.111557,9.9382,9.94354,0.294482
8534,pi-,-211,0.230055,-0.013337,4.68147,4.68922,0.230441
8535,pi-,-211,-0.239863,0.0309302,0.825502,0.87145,0.241849
8536,pi-,-211,-0.205375,-0.219102,24.0571,24.0594,0.300308
8537,pi-,-211,-0.302077,-0.00547882,8.72349,8.72983,0.302127
8538,pi-,-211,-0.118824,-0.213108,35.0743,35.0754,0.243996
8539,pi-,-211,-0.120339,0.127055,7.36634,7.36974,0.174999
8540,pi0,111,-0.156762,0.496171,13.9627,13.973,0.520346
8541,pi-,-211,-0.166936,0.116564,4.99769,5.00378,0.203604
8542,pi0,111,0.252443,0.102741,4.32048,4.33117,0.272549
8543,pi-,-211,-0.748082,-0.448503,14.4679,14.4948,0.872228
8544,pi-,-211,-0.236994,-0.0345406,16.2049,16.2072,0.239498
8545,pi-,-211,0.0525242,-0.30008,29.0344,29.0364,0.304642
8546,pi-,-211,-0.030539,0.24683,38.5546,38.5556,0.248712
8547,pi0,111,-0.489131,-0.106669,22.6379,22.6438,0.500627
8548,pi-,-211,0.199641,0.0407526,8.57347,8.57703,0.203758
8549,pi-,-211,-0.11523,-0.319142,18.3929,18.3966,0.339308
8550,pi-,-211,-0.383717,0.174634,29.7012,29.7045,0.421587
8551,pi-,-211,-0.148681,0.142296,3.77337,3.78155,0.205801
8552,pi-,-211,0.121633,-0.422748,4.67759,4.7003,0.439898
8553,pi0,111,-0.0399774,-0.217594,17.3419,17.3438,0.221236
8554,pi-,-211,0.0472248,0.479033,12.0057,12.0162,0.481355
8555,pi-,-211,0.233312,0.0792406,14.8111,14.8138,0.246401
8556,pi0,111,-0.336589,0.072185,46.6183,46.6198,0.344242
8557,pi-,-211,0.191596,0.140679,12.5378,12.5408,0.237697
8558,pi-,-211,-0.0810052,-0.264854,4.28188,4.2931,0.276964
8559,pi-,-211,0.509386,-0.0805157,12.7632,12.7744,0.51571
8560,pi0,111,-0.246927,0.0309154,23.843,23.8447,0.248855
8561,pi0,111,-0.312195,0.146892,7.87078,7.87949,0.345026
8562,pi-,-211,0.126531,0.0676306,4.22467,4.22941,0.143471
8563,pi0,111,-0.15908,0.0876999,7.86965,7.8729,0.181652
8564,pi-,-211,-0.0552028,-0.130553,1.78577,1.79682,0.141744
8565,pi-,-211,0.088557,0.320941,45.3276,45.3291,0.332935
8566,pi-,-211,-0.0535161,-0.137646,33.0183,33.019,0.147683
8567,pi0,111,-0.27364,-0.313301,27.3238,27.3273,0.415977
8568,pi-,-211,-0.19682,-0.257554,26.3459,26.3483,0.324149
8569,pi-,-211,0.0974721,-0.067247,15.3426,15.3437,0.118419
8570,pi0,111,0.0330974,-0.238118,11.0616,11.065,0.240408
8571,pi-,-211,-0.153356,0.22165,5.63126,5.63943,0.269531
8572,pi-,-211,0.0301076,-0.00310611,2.02507,2.0301,0.0302674
8573,pi0,111,0.450718,-0.380443,16.9901,17.0009,0.589817
8574,pi-,-211,-0.193825,-0.446612,33.4088,33.4127,0.486857
8575,pi0,111,0.148407,-0.557416,38.5817,38.5863,0.576834
8576,pi0,111,-0.47197,0.239792,21.2463,21.2533,0.529392
8577,pi0,111,-0.181974,0.094984,24.873,24.8743,0.205272
8578,pi-,-211,-0.00885635,-0.377737,9.14308,9.15195,0.377841
8579,pi-,-211,-0.0359305,-0.0632453,7.61736,7.61899,0.072739
8580,pi-,-211,-0.204915,-0.177248,16.1633,16.1662,0.270938
8581,pi-,-211,0.200676,-0.00375784,6.67677,6.68125,0.200711
8582,pi-,-211,-0.172255,0.0445597,7.93792,7.94114,0.177926
8583,pi-,-211,-0.257687,-0.0574625,10.1669,10.1713,0.264016
8584,pi-,-211,0.344226,-0.0851072,14.2735,14.2786,0.354591
8585,pi-,-211,0.152506,-0.300036,5.5974,5.60925,0.336571
8586,pi0,111,-0.308736,-0.355256,10.3152,10.3268,0.470664
8587,pi-,-211,0.0467794,0.272904,8.45575,8.46143,0.276884
8588,pi-,-211,-0.100881,0.83806,22.2127,22.2292,0.84411
8589,pi0,111,-0.265516,-0.447712,14.2006,14.2108,0.520524
8590,pi-,-211,0.0269838,0.137598,11.881,11.8826,0.140219
8591,pi-,-211,0.439643,-0.484172,24.669,24.678,0.653994
8592,pi0,111,0.0422124,-0.0345363,0.779445,0.792924,0.0545402
8593,pi-,-211,0.0988375,0.142849,30.1106,30.1115,0.173708
8594,pi0,111,0.26806,-0.254302,35.176,35.1782,0.369494
8595,pi-,-211,0.155377,0.027159,13.4836,13.4853,0.157733
8596,pi-,-211,-0.0746671,0.0388079,7.59262,7.59437,0.0841501
8597,pi-,-211,-0.0629037,0.0432737,7.67316,7.6748,0.0763511
8598,pi0,111,0.137371,-0.109104,5.97186,5.97596,0.175426
8599,pi0,111,-0.121409,0.136697,2.35354,2.36448,0.182828
8600,pi-,-211,-0.0650227,-0.0250664,1.05743,1.06887,0.069687
8601,pi-,-211,0.473699,0.254753,27.7001,27.7057,0.537856
8602,pi0,111,-0.296642,-0.371757,8.39782,8.41236,0.475605
8603,pi0,111,0.18947,0.243102,7.05895,7.06696,0.308217
8604,pi-,-211,0.143716,-0.35711,43.8446,43.8465,0.384944
8605,pi0,111,0.0520972,0.260875,21.4408,21.4429,0.266026
8606,pi0,111,-0.288185,-0.127685,7.68283,7.69047,0.315205
8607,pi-,-211,-0.412797,0.36352,32.5136,32.5186,0.550044
8608,pi-,-211,0.105574,-0.048571,13.6611,13.6623,0.116211
8609,pi-,-211,-0.171177,-0.207729,35.447,35.4483,0.269171
8610,pi-,-211,0.0895899,-0.280468,21.7125,21.715,0.29443
8611,pi-,-211,-0.0468429,0.264626,6.20055,6.20794,0.26874
8612,pi0,111,-0.10756,-0.00927142,10.3835,10.3849,0.107959
8613,pi-,-211,0.113809,-0.206694,1.91572,1.93524,0.235955
8614,pi-,-211,0.104774,-0.121229,3.43834,3.4449,0.160231
8615,pi-,-211,-0.119499,-0.0813284,1.76163,1.77305,0.144549
8616,pi-,-211,-0.222048,-0.116765,4.62351,4.63242,0.250877
8617,pi0,111,0.210333,-0.18131,18.5019,18.5045,0.277693
8618,pi-,-211,-0.24138,0.188232,4.45282,4.46551,0.306097
8619,pi0,111,-0.155797,0.264299,28.925,28.9269,0.306801
8620,pi-,-211,-0.188225,0.00418552,36.3937,36.3944,0.188271
8621,pi0,111,-0.0235157,0.12764,7.25521,7.25762,0.129789
8622,pi-,-211,-0.0506668,-0.165181,8.74394,8.74676,0.172777
8623,pi0,111,-0.282815,-0.268794,42.7356,42.7376,0.390172
8624,pi-,-211,-0.544852,-0.472578,29.005,29.0143,0.721245
8625,pi0,111,-0.0349319,-0.0483584,24.9636,24.964,0.0596554
8626,pi-,-211,-0.0539728,0.408034,20.9057,20.9102,0.411588
8627,pi0,111,-0.122851,-0.212005,16.5373,16.5397,0.245027
8628,pi-,-211,-0.345174,0.0555718,12.756,12.7616,0.349619
8629,pi-,-211,0.227579,0.105523,37.4319,37.433,0.250854
8630,pi-,-211,-0.328874,-0.402292,42.9717,42.9751,0.519612
8631,pi0,111,-0.259889,-0.0773884,15.8256,15.8285,0.271166
8632,pi-,-211,-0.191456,0.0820485,30.3548,30.3558,0.208296
8633,pi0,111,-0.196706,0.246358,23.5691,23.5716,0.315254
8634,pi-,-211,-0.07353,-0.169952,4.64797,4.65375,0.185176
8635,pi-,-211,-0.644076,-0.148591,38.0435,38.0495,0.660994
8636,pi0,111,-0.0230481,0.211998,2.96102,2.97176,0.213248
8637,pi-,-211,0.0384205,0.360733,4.80223,4.81794,0.362773
8638,pi0,111,0.0158792,-0.109505,5.60757,5.61028,0.110651
8639,pi-,-211,0.12349,-0.302892,2.82022,2.84256,0.327098
8640,pi-,-211,0.139409,0.0966743,8.15074,8.1537,0.169649
8641,pi0,111,0.579532,0.0605591,21.703,21.7112,0.582688
8642,pi-,-211,0.327885,-0.204059,11.7,11.7072,0.386198
8643,pi0,111,-0.116618,0.325217,5.16683,5.18012,0.345494
8644,pi0,111,0.222482,-0.0120428,25.0942,25.0955,0.222808
8645,pi-,-211,0.270786,0.00600616,3.95932,3.97102,0.270852
8646,pi-,-211,0.207303,-0.485572,23.778,23.7843,0.527972
8647,pi-,-211,-0.204448,0.0719075,21.9139,21.9154,0.216725
8648,pi-,-211,0.0565268,0.0292604,16.0563,16.057,0.063651
8649,pi-,-211,-0.155978,0.122404,24.9512,24.9524,0.198272
8650,pi-,-211,-0.411308,-0.049418,16.7328,16.7385,0.414266
8651,pi-,-211,-0.541002,-0.314923,39.7221,39.7273,0.625987
8652,pi-,-211,-0.212146,0.0927829,20.0462,20.048,0.231548
8653,pi0,111,0.185785,-0.206974,10.9649,10.9692,0.278126
8654,pi-,-211,-0.0116406,0.233808,5.14804,5.15525,0.234097
8655,pi-,-211,0.0391008,-0.113303,2.67556,2.68187,0.11986
8656,pi0,111,0.0714867,0.138259,14.2602,14.2617,0.155647
8657,pi-,-211,0.320592,0.0672808,8.11312,8.12093,0.327576
8658,pi-,-211,-0.285363,0.195109,22.3749,22.378,0.345687
8659,pi-,-211,0.0641632,0.239006,5.0652,5.07316,0.247468
8660,pi0,111,-0.117481,0.29322,17.1193,17.1227,0.31588
8661,pi0,111,-0.458273,0.589229,25.3511,25.3625,0.746462
8662,pi-,-211,-0.241262,-0.0184981,15.4799,15.4824,0.24197
8663,pi-,-211,0.123603,-0.16551,43.8168,43.8175,0.20657
8664,pi0,111,-0.0170245,0.28902,19.2492,19.2519,0.289521
8665,pi-,-211,-0.263552,0.134638,2.25391,2.27754,0.295951
8666,pi0,111,0.313445,-0.0591943,27.7883,27.7904,0.318986
8667,pi-,-211,0.159706,0.112865,2.35114,2.36338,0.195562
8668,pi0,111,0.309453,-0.13818,25.4202,25.4228,0.338903
8669,pi-,-211,-0.463065,0.0643746,40.5164,40.5193,0.467518
8670,pi0,111,-0.110489,-0.0981206,4.04058,4.04553,0.147768
8671,pi-,-211,-0.152269,-0.229487,10.362,10.3666,0.275409
